,id,text,date,comments,likes,reposts
30,425205,"Обменяю майнор «Безопасность предпринимательской деятельности» (2 курс)
Маякните как-нибудь☺",1568300410,4,0,0
31,425200,Кто хочет на майнор «Математические структуры»? Можем поменяться.,1568299200,3,3,0
32,425196,"Ребят, кто может продать учебник по французскому для 1 курса??? Пожалуйста!!!",1568298300,0,0,0
33,425193,Продам учебник English for economics (Mark Roberts) и учебник Ready for IELTS 2nd edition (Sam McCarter),1568297400,3,5,0
34,425191,"Поменяю место в общежитии в дубках, в комнате 2 соседки, на любую общагу кроме второй. В приоритете трилистник или первая общага и другие с блочным типом. Доплачу. Желательно если вы знаете, как можно поменяться легально",1568295600,0,0,0
35,425189,"анон 

Что будет если завалить пересду и комиссию по внутреннему экзамену по англу(1курс)
По идее назначают ИУП (?) - что из себя представляет иуп по англу))))
И еще наитупейший вопрос ИУП же по англу бесплатный?",1568294700,2,2,0
36,425175,"28 числа на ARENA By Soho Family в честь посвящения первокурсников выступят неподражаемые артисты - Big Baby Tape, Yanix и Sorta 🔥

Задай правильный ритм учебному году 👌🏻

Продажа билетов по ссылке 👉🏻 https://vk.cc/9i1Q3b",1568290985,1,1,0
37,425171,"Ребят, кто подскажет, есть ли всякие футбольные темы в Вышке? Можно ли где-то играть?",1568290809,2,0,0
38,425161,Обращение к ребятам со старших курсов ФЭН. Может ли кто-нибудь продать свой учебник English for Economics (из-во Garnet) и New Language Leader Advanced? За какую сумму? Отпишитесь в комменты.,1568289856,24,5,0
39,425156,"Анон.
Продам учебник и тетрадь ready for IELTS с дисками. Первое издание.
Лайкните, напишу",1568288400,0,7,0
40,425151,Кто-нибудь занимался английским в Вышке+? Есть ли там нормальные преподаватели?,1568286600,0,0,0
41,425147,"кто хочет на майнор урбанистика? готов меняться, предлагайте варианты в комментах",1568284800,8,0,0
42,425143,"Анонимно;)
Ехала сегодня со станции Одинцово с очень красивым мальчиком: светловолосый, в очках, с голубыми глазами. Вышел на станции Фили: а я рассчитывала с ним до Беговой проехать! 
Надеюсь, что ты из Вышки, прочитаешь моё сообщение и как-нибудь ещё раз составишь мне компанию в этой увлекательной поездке от станции Одинцово🤪
(Лайкни или отпишись, ну пожалуйста!)",1568283000,0,2,0
43,425137,Куплю Ready for IELTS 2nd edition(обложка с горами) учебник+ рабочая тетрадь,1568281200,1,0,0
44,425133,Можно ли ездить в другие города на научные конференции за счет университета и куда обращаться по этому вопросу?,1568279400,1,0,0
45,425094,Куплю учебник по бизнес английскому,1568275800,0,1,0
46,425086,"Ищу кого-нибудь, кто ходил в секцию шейпинга или легкой атлетики. Интересует как туда попасть и стоит ли вообще. Отпишитесь, пожалуйста 😊",1568272201,3,4,0
47,425072,Куплю учебник ready for ielts (тетрадь не нужна),1568239800,4,2,0
48,425070,Ready for IELTS учебник с диском за 400р,1568238000,3,2,0
49,425064,Куплю вот эти учебники в хорошем состоянии,1568236200,0,4,0
50,425063,"Ребята! Обменяю майнор ""Международный бизнес"" на какой-нибудь технический майнор 🙏🏻",1568234400,2,0,0
51,425060,"Мертвая душа (парень) с седьмой общаги, откликнись!",1568232600,0,1,0
52,425056,Продаю учебник и рабочую тетрадь Ready for ielts и учебник Economics (Roberts). Пишите в лс. Не анон,1568230800,0,0,0
53,425052,"Девочки, ищу сожительницу в Сьемную КОМНАТУ. 15-20 тысяч рублей на двоих. ( по 7.5-10). Коммунальные услуги зачастую уже включены. Пишите комменты, напишу вам в лс. Анон",1568229000,0,0,0
54,425049,"Товарищи студенты, которые учатся на покре в новом корпусе и добираются до вуза на личном авто (знаю, есть такие). Вуз располагает подземным паркингом с кучей свободных мест(судя по табличке-свободных мест более 300). Может быть есть у кого-то желание организоваться и запросить несколько парковочных мест в распоряжение студентов?(пусть даже за некую плату)
P.S. Видел на доске около столовки подобный запрос.",1568227200,3,5,0
55,425040,Поменяю майнор «От молекул к здоровой жизни» на любой другой.,1568225400,3,1,0
56,425038,"Куплю Оксфорд грамматика для EAP😊

Анонимно",1568223600,0,0,0
57,425035,"Магистры ФБМ! Кто-то может рассказать про курс по выбору ""Командообразование и методы групповой работы""? Ведёт Моргунов Е.Б. Стоит ли оно того? Как препод? Очень нужны отзывы 🙏",1568221800,0,1,0
58,425033,"Кто занимался испанским через вышку+, отзовитесь, пожалуйста, в комментариях! Хочу задать пару вопросов",1568220000,3,1,0
59,425028,"Ребят, подскажите хорошие учебники и материалы по макро и микроэкономике 
🙏🏻🙏🏻",1568218200,5,1,0
60,425023,"Уже стартовал «Курс Первокурсника» — бесплатный онлайн–интенсив о карьере: 4 статьи, серия вебинаров и 5 историй успеха от Changellenge », которые помогут тебе стать самым перспективным студентом. Среди самых успешных разыграют: iPad 2018, колонку JBL и внешний аккумулятор Xiaomi. Программа разделена на 2 направления: бизнес, а также технологии и IT. Подай заявку по ссылке до 4 октября включительно: https://clck.ru/J2wNp",1568214540,1,4,0
61,425007,"продам, не анонимно",1568211000,2,0,0
62,424999,"Продам комплект учебников Ready for Ielts, пишите в лс",1568207400,1,0,0
63,424992,Кто хочет на майнор «Регулирование международного бизнеса»? Можем поменяться.,1568203800,0,2,0
64,424983,"Есть кто может помочь с английским? 
Напишите, пожалуйстааааааа",1568200200,14,11,0
65,424976,"Анон

Есть кто хочет переехать в 10 общагу?) коридорный тип, 2 соседки. Готова поменяться, желательно Московскую, но посмотрим.",1568196600,2,1,0
66,424967,"Продам. В отличном состоянии с диском. В начале немного пометок. Лайкните-напишу в лс. 
Анон",1568193000,0,8,0
67,424961,"Всем привет!
Кто-нибудь пересдавал общий независимый внутренний экзамен по английскому языку за 2 курс в прошлом году? Как оно было? Очень строго, нет? Была ли возможность списать? 
Заранее спасибо за ответы! 

Анонимно",1568189400,2,1,0
68,424937,"Куплю 1)учебник «Английский для социологов» Кузьменкова и Жаворонокова ,2) учебник Ready for Ielts 2nd edition",1568185800,0,0,0
69,424921,"Женатым парам дают отдельную комнату/квартиру в общежитии? А если вы попали в разные общаги?
Анон",1568167800,4,2,0
70,424920,куплю учебник и тетрадь “ready for ielts”.,1568166000,0,5,0
71,424919,"Ребят, никто случаем не перепродаёт Ready for Ielts без пометок?",1568164200,0,1,0
72,424918,Продам исписанный наполовину за 400,1568162400,7,1,0
73,424917,Кто то перевелся на первом курсе магистратуры с других вузов? Срок подачи заявок был 25 -30 август. Напишите с каких вузов вы. Чувство что Финансовый Университет не рассматривали вообще.,1568160600,1,2,0
74,424915,"Ребята, можете рассказать примеры вопросов,котрые могут задать при поступлении на журфак? И вообще если кто-то не против помочь мне в этом вопросе,отпишите в комментарии❤",1568158800,2,1,0
75,424914,"К кому надо обращаться по поводу перевода в другую группу из-за английского и реально ли это?
Анон",1568157000,0,5,0
76,424911,"Буду женской мертвой душой в Дубках. Расскажите, пожалуйста, сколько принято доплачивать за это, как часто нужно появляться в общежитии.",1568155200,1,2,0
77,424906,"Привет! Ребята, если кто-то может рассказать о корпусе, где он учится, об интересных деталях или поделиться какими-нибудь фактами, а может даже показать корпус изнутри, то напишите, пожалуйста) это домашка по бжд-)",1568153400,6,1,0
78,424902,"обменяю майнор ""стартап с нуля"" на урбанистику, медиа или гендерные исследования",1568151600,3,0,0
79,424901,Поменяю свой майнор урбанистика на психологию. 2 курс,1568149800,0,0,0
80,424896,Всем привет! Меняю свой майнор (стартап с нуля) на любой другой,1568148000,4,1,0
81,424892,сейчас большие очереди на получение пропуска ?,1568146200,1,2,0
82,424889,Продам учебник и рабочую тетрадь Ready for IELTS. Все новое. Цена 2000 за коплект,1568144400,0,1,0
83,424886,"оставьте ссылку в комментах на приглашение в чат урбанистов (майнор, 2 курс) 🙏🏼",1568142600,1,0,0
84,424880,Круглосуточная библиотека на Покровке уже работает?,1568140800,1,0,0
85,424877,Продаю READY FOR IELTS за 1300 учебник и тетрадь! Пишите в ЛС. Не анон,1568139000,0,2,0
86,424872,"Ребята, вовлечённые в различные экологические проекты в ВШЭ или вне универа, отпишите пожалуйста :)",1568137200,6,3,0
87,424870,"Есть ли тот, кто хочет поменять майнор «Бизнес - Информатика» на «От молекул к здоровой жизни: биологический ликбез для современного человека»? Отзовись в комментариях.",1568135400,0,0,0
88,424867,"Ребята , ищу мертвую душу (женскую) в трилистники , чтоб в комнате жило только двое человек , с доплатой",1568133600,1,2,0
89,424863,"Ищем соседку в квартиру в 6 минутах от м. Филевский Парк, 14к + КУ (около 1300) в месяц, все вопросы в лс",1568131800,1,0,0
90,424859,Визажисты и фотографы поставьте лайк 😭♥,1568130000,2,10,0
91,424858,"Продам ready for ielts. Coursebook и workbook. В целом состояние на 4,5/5. 1 к достойная цена для таких 😎",1568129100,1,3,0
92,424857,Когда в этом учебном году будет день открытых дверей (журфак)?,1568128200,0,0,0
93,424849,"Выставка программ магистратуры в Москве. Все о бюджетных местах и возможностях финансирования обучения за границей. https://vk.cc/7IDitQ

Более 50 российских и западных университетов, более 15 презентаций о том, как поступить в зарубежный университет и найти финансирование.

В программе презентаций:
• «Стипендиальные программы обучения в Германии от DAAD»;
• «Магистратура и аспирантура в США. Как поступить и найти финансирование» от EducationUSA;
• «Учеба в Австралии: преимущества, возможности, стипендии»;
• «Магистратура во Франции: возможности финансирования, как выбрать программу»;
• «Образование в Голландии на английском. Стипендии для россиян» Nuffic Neso Russia;
• «Все смогу с МГСУ!», Национальный исследовательский Московский государственный строительный университет

и другие темы.

Вас ждут университеты России, Голландии, Германии, Франции, Венгрии, Финляндии, США, Швейцарии, Чехии и других стран мира.

Вход бесплатный по предварительной регистрации: https://vk.cc/7IDitQ",1568124548,0,0,0
94,424847,"Ребят,есть ли те,кто отписывался от факультатива английского на 2 курсе?
Сложно ли было сдавать ielts в конце года? Сильно ли отличался уровень сложности заданий по сравнению,например, с экзаменом в конце 1 курса? По каким учебникам готовились?
Вопрос для тех,кто не описывался. Много ли практически полезной информации вы узнали на факультативе? Или можно самому готовиться,освоив такой же материал и даже больше?",1568123491,6,6,0
95,424845,"Продам 
Лс",1568122800,0,0,0
96,424843,"Есть ли кто-то, кто хочет поменяться майнорами? Меняю ""внешнюю политику России:от Ленина до Горбачева""",1568121000,0,1,0
97,424841,"Ищу соседку для съёма двухкомнатной квартиры. Стоимость за аренду не более 40к, в приоритете синяя, салатовая, фиолетовая и красная ветки.
Ставьте лайки, я вам напишу. 
Вопрос жизни и ночевки на покре, опубликуйте, пожалуйста.........
Анонимно.",1568119200,0,2,0
98,424838,"Ищу мёртвую душу в Трилистнике(девушка) из двушки 

Анонимно",1568117400,2,0,0
99,424837,Продам учебник roberts economics. Лс,1568115600,0,0,0
100,424835,Ищу женскую мертвую душу в 3ем общежитии,1568113800,0,0,0
101,424830,"Продам полный комплект IELTS (учебник, рабочая тетрадь, три диска). Состояние хорошее, пишите в лс. Не анон.",1568112000,0,0,0
102,424822,"я презираю алгебраистов (левое полушарие мозга — алгебра, логика, подбор аккордов в музыке, изучение иностранного языка, написание длинных предложений как у Достоевского).

я люблю геометров (правое полушарие мозга — геометрия, придумывание мелодии в голове, поэзия, образное мышление, включая художественные ассоциации).

итак, я просто решил мыслить без слов. начальные рекомендации:

(а) представление различных звуков, начиная с любимых песен и заканчивая обычным дождем. Важен не звук, который человек пытается представить, а то, насколько правдоподобно ему это удастся. 
 
(б) осязание. Наиболее сложно представить не картинку или щебетание птиц, а, например, мягкость кошачьей шерсти под пальцами или шершавость гравия. Чем сильнее человеку удается погрузиться в собственное воображение, тем эффективнее считается упражнение. 
 
(в) визуализировать запахи и вкусы.",1568110200,4,0,0
103,424810,"Мята Lounge🍃 на Трубной спешит всем напомнить, что до 17:00 кальяны всего за 700₽ на любом табаке💚 После 17:00, у всех студентов есть скидка 20%😉

Всегда ваша Мята Lounge Трубная🍃

Заходи на вкусные кальяны💪🏼💨
по адресу:
📍Рождественский бульвар 10/7

Телефон для бронирования:
☎+7 (967) 203-11-81

⏰Время работы:
вс-чт: 12:00-24:00;
пт-сб: 12:00-4:00

🎮 PS 4 с большим количеством игр
🎲 Настольные игры

Инстаграм:
https://www.instagram.com/myata_moscow_trubnaya/",1568106540,0,2,0
104,424769,"Ребят,у кого есть опыт внутривышкинского перехода? C программы на программу...",1568103000,2,1,0
105,424764,Куплю учебник ready for ielts 🙏🏼,1568099401,6,2,0
106,424751,"Привет, есть кто с курса реклама и связи с общественностью? Есть вопросы по поводу поступления)",1568067000,2,1,0
107,424743,Поменяю майнор стартап,1568065200,6,0,0
108,424741,"Кто-то пробовал подавать заявку на Альфа-шанс? Заполняешь анкету, нажимаешь ""отправить"" и ничего не происходит. Даже непонятно, кому на это жаловаться",1568063400,2,1,0
109,424737,"Есть ли какие то курсы по изучению иностранных языков с нуля? Если да, то как это все проходит?",1568061600,3,0,0
110,424734,"куплю этот учебник за тысячу, напишите в лс пожалуйста
не анон",1568059800,0,0,0
111,424726,"Продаю бизнес-английский. 
Писать в лс",1568058000,0,2,0
112,424717,"Ищу койко-место в москве. Может есть девушки, которым нужна соседка? Я чистоплотная, без вредных привычек, спокойная. Бюджет до 8 тысяч. Отпишитесь пожалуйста в комментах
Анонимно",1568056200,1,2,0
113,424710,Всем привет. Оркестр ВШЭ имеет место быть на текущий момент времени? С кем можно связаться по этому поводу? Не анон,1568054400,2,1,0
114,424703,Когда откроют тренажерный зал на Покровке?,1568052600,4,9,0
115,424698,Продам учебник и рабочую тетрадь ready for ielts с дисками за 1500.,1568050800,4,0,0
116,424693,"Добрый день! Есть ли тут магистры, обучающиеся по направлениям «международное частное право» или «корпоративный юрист»? Пожалуйста, отпишитесь, хотелось бы задать несколько вопросов :)",1568049000,0,0,0
117,424682,"Можно ли купить сертификат ielts, toefl и т д, чтоб экзы не сдавать ? Учебка пробивает их подлинность или им все равно ?",1568047200,11,4,0
118,424672,"Кто-нибудь может рассказать, как удержать место в общаге, если собираешься снимать квартиру? Вообще ничего об этом не знаю, буду рада, если откликнитесь)
Анон",1568045400,2,1,0
119,424669,Кто-нибудь продаёт учебник «Английский язык для менеджеров и логистов» под общей редакцией А.К.Купцовой?,1568043600,0,1,0
120,424664,Куда лучше подавать документы:на Рекламу и связь с общественностью или же на ГМУ?,1568041800,3,0,0
121,424659,"Добрый вечерочек! Меняю свой майнор ""International Business""(там можно выбрать как на русском, так и на английском курс) на что-то из трёх: ""Медиа и массовые коммуникации"", ""Междисциплинарные исследования медиа"" или "" Навыки XI века"". Пожалуйста, человек, объявись!🙏🏻😊",1568040000,1,0,0
122,424655,"Анон.
Ребят, кто хорошо разбирается в образовательном законодательстве?

Закончил специалитет, хочу ещё один специалитет закончить

В приёмной комиссии сказали: сдавай экзамены-поступай на 1 курс, оплачивай 1 год, после составим тебе инд.план и переведём либо на
3-ий, либо на 4, либо на 5 курс.

Я деликатно сказал, что за бред???
Я сразу должен понимать сколько лет учиться и сколько платить( разница в цене очень существенная).

Мне ответили: составление инд.плана дело объёмное, долгое, кропотливое, и выполняется исключительно для наших студентов, а не для всех любопытных. 

Жду полезных комментариев.",1568038200,6,2,0
123,424654,"Ищу комнату, готов заехать на этой неделе))",1568036400,0,1,0
124,424650,Всем привет ! Мне нужна мертвая душа в 3 общаге (женская ) с доплатой !!,1568034600,0,2,0
125,424645,"Легко ли отписаться от проекта с ярмарки проектов? У нас они необязательны, думаю просто попробовать, понравится или нет",1568031000,1,0,0
126,424641,"Где можно посидеть и поработать на ноуте. Библиотека не работает, свободные аудитории в приложении все закрыты!! 

#Шаболовка",1568027400,3,2,0
127,424636,"Желтый парень из слэма ( ФЭН?), лайкни или черкани коммент, а дальше посмотрим)
Анонимно",1568023800,3,2,0
128,424625,Стоит ли покупать Ready for Ielts?,1568020200,5,0,0
129,424622,"Ребят, если кто записывался на «авторское право в цифровую эпоху» и решит отписаться вдруг, напиши те, пожалуйста, мне",1568016600,0,0,0
130,424596,"Скажите, пожалуйста, кто готовился к ЕГЭ с помощью интернет школы НИУ ВШЭ? 
Какие результаты, отзывы?🙄🙏",1568013001,0,0,0
131,424579,Привет. Кто может рассказать про изучение французского в вышке+?,1567980600,5,2,0
132,424575,"Ищу мужскую мёртвую душу, Трилистник!",1567978800,0,0,0
133,424574,"Куплю учебники по англ 1 курс недорого,нужно 3 учебника(SB и WB по Ielts и Buisness).Не анон",1567977000,1,0,0
134,424566,"Ребят, есть ли те, кто хочет обменять свой майнор на международные отношения? Напишите в комментариях",1567975200,1,1,0
135,424563,Поменяю свой майнор менеджмент на психологию🙏🏻🙏🏻🙏🏻,1567973400,0,1,0
136,424560,Продаю ready for IELTS учебник и тетрадь 1300,1567971600,2,1,0
137,424557,"Всем привет! Ищу соседку в квартиру😊 Сейчас снимаю одна, стоимость с человека: 20 тыс:)
Анонимно",1567969800,0,5,0
138,424552,"Куплю учебник ""Ready for IELTS"".",1567968000,6,4,0
139,424549,Сколько пар в неделю в среднем у миэфа?,1567966200,3,0,0
140,424545,Куплю учебник и workbook по английскому ready for IELTS с дисками.,1567964400,2,0,0
141,424543,Продам книги по IELTS. В хорошем состоянии. О цене в лс,1567962600,1,0,0
142,424541,У кого был опыт перевода из другого вуза в ВШЭ?,1567960800,1,2,0
143,424537,"Срочно ищу существующую комнату в снятой квартире рядом с метро красной или оранжевой веток. Девочки, откликнитесь! Напишу по лайкам.

Анон.",1567959000,0,1,0
144,424532,"Студент из ВШЭ открыл заведение около метро Авиамоторная! Поддержим наших ребят 🤟🏻
Motor Lounge - это:
💨 Огромный выбор кальянов премиум-класса, а также чая и лимонадов
🎥 Аутентичная атмосфера кино
😍 Совместные просмотры популярных фильмов и сериалов
🥊До 14 сентября действует акция для первокурсников «1+1 кальяна за 1111»
🎮V.I.P комната с PS4
🆘12:00-16:00 действует скидка 30% на всё
💣 Только для студентов ВШЭ скидка 15% в любое время дня и ночи

📍ул. Красноказарменная 23 (2 минуты от м. Авиамоторная)
📸 Instagram: [club181254394|@motorhookah]
📞 Бронь: +7 (991) 312-15-24",1567955340,2,4,0
145,424530,Ищу мертвую душу (парня) в Трилистнике!!!,1567953600,0,0,0
146,424526,"У кого-то есть книга Максима Ильяхова, Людмилы Сарычевой «Пиши, сокращай»?",1567951800,2,1,0
147,424522,READY FOR IELTS : Учебник с ключами + тетрадь почти не тронутая. Все за 1200. Даже диски сохранились)) пишите в лс или в комменты!! Не анон,1567950000,1,1,0
148,424520,"второй курс, если кто-то хочет обменять свой майнор на ""образовательные инновации: от идеи к бизнесу"", лайните, пожалуйста, я напишу. курсы этого майнора: экономика и управление образованием в контексте развития человеческого капитала, основы проектного управления, проектирование образовательного стартапа, лучшие инновационные практики образования.",1567948200,1,1,0
149,424518,"Ребята!
У кого английский ведут Глебова или Гуревич, отзовитесь!
Нужен отзыв!
Лайкайте, напишу сама",1567946400,0,0,0
150,424514,Поменяю свой майнор «Внутрикорпоративное предпринимательство» (2 курс) на «урбанистику».,1567944600,1,0,0
151,424509,"Ребят, скажите, можно ли поменять комнату в общаге или переехать в определенную, если знаешь, что там есть место？ Анон",1567942800,1,0,0
152,424506,"Наверное, это нереально, но, кто хочет поменять майнор ""Нейросети"" на ""Международный бизнес""- лайк :)",1567941000,0,1,0
153,424501,"Девушка, мертвая душа из 7 общежития, отзовись пожалуйста",1567939200,1,1,0
154,424493,"Продам учебник и рабочую тетрадь ready for ielts с дисками в отличном состоянии. 1500 обе книги вместе. 
Не анон",1567937400,0,2,0
155,424490,"Здравствуйте, кто учится на программной инженерии, какая нужна довузовская подготовка, нужно уметь прогать Скайп с телеграмом, или можно просто хорошо знать информатику школьн?",1567935600,2,1,0
156,424481,"Анон
Самые топовые парни в миэме😎",1567933800,9,5,0
157,424476,"Продам рабочую тетрадь ready for IELTS, почти пустая (исписано 7 страниц), в отличном состоянии 
Пишите в лс
(не анон)",1567930200,1,1,0
158,424444,"анонимно
Я абитур, 11 класс, подскажите, что лучше в плане стать топовым разработчиком? Факультет компьютерных наук или Факультет ИВТ?",1567926600,6,0,0
159,424435,сколько получают стажеры в сбере?,1567908600,4,2,0
160,424434,"Приветствую всех! Меняю свой майнор ""Бизнес-информатика"" на ""Безопасность предпринимательской деятельности"". Если кто с БПД и желает обменяться, пишите в комментариях, пожалуйста. =)",1567906800,0,0,0
161,424433,"Привет всем, кто-нибудь ищет соседа? Подселюсь :D 
О себе: чистоплотный, без вредных привычек. Работаю.",1567905000,1,1,0
162,424432,"Кто нибудь готов Гловели бесплатно отдать?
Анон",1567903200,0,1,0
163,424431,"Те, кто учился или учится на военке, отпишитесь в коментах, есть пара вопросов",1567901400,0,0,0
164,424425,"Поменяю свой майнор «советская и постсовестская культура» 
Пишите в комменты",1567899600,1,0,0
165,424423,Продам ready for ielts за 1000. Абсолютно чистый. И английский для социологов за 400 с пометками и потрёпанный.,1567897800,2,1,0
166,424422,Когда выходят приказы о переводе внутри вышки?,1567896000,2,1,0
167,424420,Продам учебник для Бизнес английского на 1 курсе. Состояние отличное. О цене пишите в лс.,1567894200,0,0,0
168,424418,"Всем привет, работаю над 3-м заданием по БЖД, нужна помощь: ищу старшекурсников для интервью. Если вы с Мясницкой, Покровки, Басманки, Ордынки или Шаболовки — пишите в лс",1567892400,1,3,0
169,424416,"Срочно ищу существующую комнату в снятой квартире рядом с метро красной или оранжевой веток. Мальчикам не беспокоить. Напишу по лайкам.

Анон.",1567890600,1,1,0
170,424412,"Магистры с прикладной экономики, отзовитесь, пожалуйста!
Хочу задать пару вопросов;)",1567887000,1,0,0
171,424408,"3 курс, кто хочет на майнор Бизнес Информатики? 

Не анон",1567883400,0,1,0
172,424405,"Есть люди, которые готовы поменять майнор «Безопасность предпринимательской деятельности» на «Менеджмент»?",1567879800,0,0,0
173,424404,"❗ Ищу соседа для совместной аренды квартиры в Москве 🕵‍♂🏤

Студент второго курса бакалавриата, учусь на Покровке. Бюджет 15-20к с человека, не курю, буду приятным соседом! В приоритете оранжевая и фиолетовая ветка, но готов смотреть и другие варианты. Пишите в лс, либо ставьте лайк! Варианты с подселением также рассматриваю.

Опубликуйте пожалуйста 🙏🏻",1567876200,3,1,0
174,424401,"Продам Empower C1 (который я купила год назад, а потом отписалась от английского и не открыла его ни разу). Внутри неиспользованный код. 1300. Не анон.",1567872600,0,0,0
